,AdjClose,Close,Date,High,Low,Open,Volume
58,"16,958.53","16,958.53","Jan 22, 2016","16,993.96","16,332.45","16,336.72","181,200"
59,"16,017.26","16,017.26","Jan 21, 2016","16,734.58","16,017.26","16,466.86","221,400"
60,"16,416.19","16,416.19","Jan 20, 2016","17,031.32","16,387.61","17,030.28","172,500"
61,"17,048.37","17,048.37","Jan 19, 2016","17,088.31","16,812.65","16,902.29","149,600"
62,"16,955.57","16,955.57","Jan 18, 2016","17,037.26","16,665.05","16,826.93","152,500"
63,"17,147.11","17,147.11","Jan 15, 2016","17,597.87","17,057.60","17,522.46","167,800"
64,"17,240.95","17,240.95","Jan 14, 2016","17,393.83","16,944.41","17,384.93","173,000"
65,"17,715.63","17,715.63","Jan 13, 2016","17,717.75","17,414.55","17,449.12","145,900"
66,"17,218.96","17,218.96","Jan 12, 2016","17,546.57","17,184.78","17,470.93","173,000"
67,"17,697.96","17,697.96","Jan 8, 2016","17,975.31","17,509.64","17,562.23","178,800"
68,"17,767.34","17,767.34","Jan 7, 2016","18,172.04","17,767.34","18,139.77","163,000"
69,"18,191.32","18,191.32","Jan 6, 2016","18,469.38","18,064.30","18,410.57","142,200"
70,"18,374.00","18,374.00","Jan 5, 2016","18,547.38","18,327.52","18,398.76","128,300"
71,"18,450.98","18,450.98","Jan 4, 2016","18,951.12","18,394.43","18,818.58","136,000"
72,"19,033.71","19,033.71","Dec 30, 2015","19,113.18","19,017.27","19,070.83","97,500"
73,"18,982.23","18,982.23","Dec 29, 2015","18,991.01","18,783.36","18,843.39","94,000"
74,"18,873.35","18,873.35","Dec 28, 2015","18,922.90","18,764.54","18,838.91","99,200"
75,"18,769.06","18,769.06","Dec 25, 2015","18,870.70","18,744.44","18,823.91","118,900"
76,"18,789.69","18,789.69","Dec 24, 2015","19,071.41","18,780.94","19,071.41","125,600"
77,"18,886.70","18,886.70","Dec 22, 2015","18,943.46","18,824.65","18,927.86","131,600"
78,"18,916.02","18,916.02","Dec 21, 2015","18,979.83","18,651.13","18,845.50","154,800"
79,"18,986.80","18,986.80","Dec 18, 2015","19,869.08","18,982.25","19,320.46","193,200"
80,"19,353.56","19,353.56","Dec 17, 2015","19,507.17","19,325.15","19,364.57","148,100"
81,"19,049.91","19,049.91","Dec 16, 2015","19,054.89","18,859.11","18,868.20","139,600"
82,"18,565.90","18,565.90","Dec 15, 2015","18,897.87","18,562.51","18,869.04","137,800"
83,"18,883.42","18,883.42","Dec 14, 2015","18,911.78","18,611.09","18,887.09","134,300"
